vendor_name,family,model_slug,model_name,primary_class,work_to_map,commercial_maturity,calibration_tier,source
Hirata Corporation,Hirata Corporation family,hirata-corporation-transfer-robots,transfer robots,industrial_robot_arms,semiconductor/FPD,commercial,2,vendor_primary_robots
Yamaha Robotics,Yamaha Robotics family,yamaha-robotics-scara,SCARA,industrial_robot_arms,assembly,commercial,2,vendor_primary_robots
Yamaha Robotics,Yamaha Robotics family,yamaha-robotics-linear,linear,industrial_robot_arms,assembly,commercial,2,vendor_primary_robots
IAI Corporation,IAI Corporation family,iai-corporation-actuators,actuators,industrial_robot_arms,assembly,commercial,2,vendor_primary_robots
IAI Corporation,IAI Corporation family,iai-corporation-robots,robots,industrial_robot_arms,assembly,commercial,2,vendor_primary_robots
Toshiba Machine / Shibaura Machine,Toshiba Machine / Shibaura Machine family,toshiba-machine-shibaura-machine-industrial-robots,industrial robots,industrial_robot_arms,injection/handling,commercial,2,vendor_primary_robots
Olympus robotics medical arms,Olympus robotics medical arms family,olympus-robotics-medical-arms-medical-systems,medical systems,industrial_robot_arms,medical,commercial,2,vendor_primary_robots
Intuitive Surgical,Intuitive Surgical family,intuitive-surgical-da-vinci,da Vinci,industrial_robot_arms,surgical robot,commercial,2,vendor_primary_robots
Stryker Mako,Stryker Mako family,stryker-mako-mako,Mako,industrial_robot_arms,orthopedic robot,commercial,2,vendor_primary_robots
Medtronic Hugo / Mazor,Medtronic Hugo / Mazor family,medtronic-hugo-mazor-hugo,Hugo,industrial_robot_arms,surgical,commercial,2,vendor_primary_robots
Medtronic Hugo / Mazor,Medtronic Hugo / Mazor family,medtronic-hugo-mazor-mazor,Mazor,industrial_robot_arms,surgical,commercial,2,vendor_primary_robots
CMR Surgical,CMR Surgical family,cmr-surgical-versius,Versius,industrial_robot_arms,surgical,commercial,2,vendor_primary_robots
Asensus Surgical,Asensus Surgical family,asensus-surgical-senhance,Senhance,industrial_robot_arms,surgical,commercial,2,vendor_primary_robots
Smith+Nephew CORI,Smith+Nephew CORI family,smith-nephew-cori-cori,CORI,industrial_robot_arms,ortho robot,commercial,2,vendor_primary_robots
Zimmer Biomet ROSA,Zimmer Biomet ROSA family,zimmer-biomet-rosa-rosa,ROSA,industrial_robot_arms,ortho robot,commercial,2,vendor_primary_robots
Johnson & Johnson Ottava,Johnson & Johnson Ottava family,johnson-johnson-ottava-ottava,Ottava,industrial_robot_arms,surgical,pilot,2,vendor_primary_robots
Brainlab robotics,Brainlab robotics family,brainlab-robotics-cirq,cirq,industrial_robot_arms,surgical assist,commercial,2,vendor_primary_robots
Renishaw neurological robots,Renishaw neurological robots family,renishaw-neurological-robots-neuromate,neuromate,industrial_robot_arms,neuro surgery,commercial,2,vendor_primary_robots
Auris Health (J&J),Auris Health (J&J) family,auris-health-j-j-monarch,Monarch,industrial_robot_arms,bronchoscopy robot,commercial,2,vendor_primary_robots
PROCEPT BioRobotics,PROCEPT BioRobotics family,procept-biorobotics-aquabeam,AquaBeam,industrial_robot_arms,urology robot,commercial,2,vendor_primary_robots
Accuray,Accuray family,accuray-cyberknife,CyberKnife,industrial_robot_arms,radiosurgery,commercial,2,vendor_primary_robots
Elekta,Elekta family,elekta-unity,Unity,industrial_robot_arms,radiotherapy,commercial,2,vendor_primary_robots
Elekta,Elekta family,elekta-linac-robotics,linac robotics,industrial_robot_arms,radiotherapy,commercial,2,vendor_primary_robots
Siemens Healthineers robotics,Siemens Healthineers robotics family,siemens-healthineers-robotics-imaging-robotics,imaging robotics,industrial_robot_arms,medical,commercial,2,vendor_primary_robots
GE Healthcare robotics,GE Healthcare robotics family,ge-healthcare-robotics-imaging-systems,imaging systems,industrial_robot_arms,medical,commercial,2,vendor_primary_robots
Philips Image Guided Therapy robotics,Philips Image Guided Therapy robotics family,philips-image-guided-therapy-robotics-igt-robotics,IGT robotics,industrial_robot_arms,medical,commercial,2,vendor_primary_robots
Franka Emika industrial,Franka Emika industrial family,franka-emika-industrial-fr3,FR3,industrial_robot_arms,research/industrial,commercial,2,vendor_primary_robots
Kassow Robots,Kassow Robots family,kassow-robots-7-axis,7-axis,industrial_robot_arms,industrial cobot-class,commercial,2,vendor_primary_robots
Universal Robots,Universal Robots family,universal-robots-ur3e,UR3e,cobots,collaborative arms,commercial,2,vendor_primary_robots
Universal Robots,Universal Robots family,universal-robots-5e,5e,cobots,collaborative arms,commercial,2,vendor_primary_robots
Universal Robots,Universal Robots family,universal-robots-10e,10e,cobots,collaborative arms,commercial,2,vendor_primary_robots
Doosan Robotics,Doosan Robotics family,doosan-robotics-a,A,cobots,cobots,commercial,2,vendor_primary_robots
Doosan Robotics,Doosan Robotics family,doosan-robotics-m,M,cobots,cobots,commercial,2,vendor_primary_robots
Doosan Robotics,Doosan Robotics family,doosan-robotics-h-series,H series,cobots,cobots,commercial,2,vendor_primary_robots
Techman Robot,Techman Robot family,techman-robot-tm-ai-cobot,TM AI Cobot,cobots,vision cobot,commercial,2,vendor_primary_robots
Fanuc CRX,Fanuc CRX family,fanuc-crx-crx,CRX,cobots,cobot,commercial,2,vendor_primary_robots
AUBO Robotics,AUBO Robotics family,aubo-robotics-i-series,i series,cobots,cobot,commercial,2,vendor_primary_robots
JAKA Robotics,JAKA Robotics family,jaka-robotics-zu,Zu,cobots,cobot,commercial,2,vendor_primary_robots
JAKA Robotics,JAKA Robotics family,jaka-robotics-pro,Pro,cobots,cobot,commercial,2,vendor_primary_robots
Elephant Robotics,Elephant Robotics family,elephant-robotics-mycobot,myCobot,cobots,compact cobot,commercial,2,vendor_primary_robots
Dobot,Dobot family,dobot-cr,CR,cobots,cobot,commercial,2,vendor_primary_robots
Dobot,Dobot family,dobot-mg400,MG400,cobots,cobot,commercial,2,vendor_primary_robots
Elite Robots,Elite Robots family,elite-robots-ec-series,EC series,cobots,cobot,commercial,2,vendor_primary_robots
Han's Robot,Han's Robot family,han-s-robot-elfin,Elfin,cobots,cobot,commercial,2,vendor_primary_robots
Productive Robotics,Productive Robotics family,productive-robotics-ob7,OB7,cobots,cobot,commercial,2,vendor_primary_robots
Neura Robotics,Neura Robotics family,neura-robotics-mira,MIRA,cobots,cognitive cobot/humanoid,commercial,2,vendor_primary_robots
Neura Robotics,Neura Robotics family,neura-robotics-4ne1,4NE1,cobots,cognitive cobot/humanoid,commercial,2,vendor_primary_robots
Bota Systems sensing,Bota Systems sensing family,bota-systems-sensing-force-torque,force torque,cobots,cobot sensing,commercial,2,vendor_primary_robots
OnRobot,OnRobot family,onrobot-eoat,EOAT,cobots,cobot tooling,commercial,2,vendor_primary_robots
Robotiq,Robotiq family,robotiq-grippers,grippers,cobots,cobot tooling,commercial,2,vendor_primary_robots
Robotiq,Robotiq family,robotiq-ft,FT,cobots,cobot tooling,commercial,2,vendor_primary_robots
Schunk cobot grippers,Schunk cobot grippers family,schunk-cobot-grippers-eoat,EOAT,cobots,grippers,commercial,2,vendor_primary_robots
Zimmer Group,Zimmer Group family,zimmer-group-eoat,EOAT,cobots,grippers,commercial,2,vendor_primary_robots
ATI Industrial Automation,ATI Industrial Automation family,ati-industrial-automation-ft-sensors,FT sensors,cobots,tooling,commercial,2,vendor_primary_robots
Soft Robotics Inc,Soft Robotics Inc family,soft-robotics-inc-mgrip,mGrip,cobots,soft grippers,commercial,2,vendor_primary_robots
Weiss Robotics,Weiss Robotics family,weiss-robotics-grippers,grippers,cobots,EOAT,commercial,2,vendor_primary_robots
RH-AL-Robotics,RH-AL-Robotics family,rh-al-robotics-cobot,cobot,cobots,cobot,commercial,2,vendor_primary_robots
Rokae,Rokae family,rokae-xmate,xMate,cobots,cobot,commercial,2,vendor_primary_robots
Tuopu Robotics,Tuopu Robotics family,tuopu-robotics-cobot,cobot,cobots,cobot,commercial,2,vendor_primary_robots
Qjar Robotics,Qjar Robotics family,qjar-robotics-cobot,cobot,cobots,cobot,commercial,2,vendor_primary_robots
Fairino,Fairino family,fairino-fr-series,FR series,cobots,cobot,commercial,2,vendor_primary_robots
HITBOT,HITBOT family,hitbot-z-arm,Z-Arm,cobots,SCARA cobot,commercial,2,vendor_primary_robots
Standard Bots,Standard Bots family,standard-bots-ro1,RO1,cobots,cobot,commercial,2,vendor_primary_robots
Automata Technologies,Automata Technologies family,automata-technologies-eva,EVA,cobots,lab cobot,commercial,2,vendor_primary_robots
AgileX Cobot partners,AgileX Cobot partners family,agilex-cobot-partners-mobile-cobot-bases,mobile cobot bases,cobots,mobile manip,commercial,2,vendor_primary_robots
Mecademic,Mecademic family,mecademic-meca500,Meca500,cobots,micro cobot,commercial,2,vendor_primary_robots
RightHand Robotics,RightHand Robotics family,righthand-robotics-rightpick,RightPick,picking_manipulation_palletizing,piece picking,commercial,2,vendor_primary_robots
Covariant,Covariant family,covariant-rfm,RFM,picking_manipulation_palletizing,AI picking,commercial,2,vendor_primary_robots
Plus One Robotics,Plus One Robotics family,plus-one-robotics-yonder,Yonder,picking_manipulation_palletizing,parcel induction,commercial,2,vendor_primary_robots
Ambi Robotics,Ambi Robotics family,ambi-robotics-ambisort,AmbiSort,picking_manipulation_palletizing,sortation picking,commercial,2,vendor_primary_robots
Osaro,Osaro family,osaro-osaro-pick,Osaro Pick,picking_manipulation_palletizing,piece picking,commercial,2,vendor_primary_robots
Robust AI,Robust AI family,robust-ai-carter,Carter,picking_manipulation_palletizing,mobile manipulation,commercial,2,vendor_primary_robots
Boston Dynamics Stretch,Boston Dynamics Stretch family,boston-dynamics-stretch-stretch,Stretch,picking_manipulation_palletizing,case unload,commercial,2,vendor_primary_robots
XYZ Robotics,XYZ Robotics family,xyz-robotics-picking-cells,picking cells,picking_manipulation_palletizing,piece picking,commercial,2,vendor_primary_robots
SSI Schaefer robotics,SSI Schaefer robotics family,ssi-schaefer-robotics-robotics-cells,robotics cells,picking_manipulation_palletizing,picking,commercial,2,vendor_primary_robots
TGW Robotics,TGW Robotics family,tgw-robotics-rovolution,Rovolution,picking_manipulation_palletizing,picking,commercial,2,vendor_primary_robots
Knapp Open Shuttle / Pick-it-Easy,Knapp Open Shuttle / Pick-it-Easy family,knapp-open-shuttle-pick-it-easy-pick-it-easy,Pick-it-Easy,picking_manipulation_palletizing,picking,commercial,2,vendor_primary_robots
Witron,Witron family,witron-opm,OPM,picking_manipulation_palletizing,warehouse automation,commercial,2,vendor_primary_robots
Honeywell Intelligrated robotics,Honeywell Intelligrated robotics family,honeywell-intelligrated-robotics-robotic-unnax,robotic UNNAX,picking_manipulation_palletizing,unloading,commercial,2,vendor_primary_robots
Fortna robotics design,Fortna robotics design family,fortna-robotics-design-systems,systems,picking_manipulation_palletizing,warehouse robotics SI,commercial,2,vendor_primary_robots
Bastian Solutions robotics,Bastian Solutions robotics family,bastian-solutions-robotics-robotic-cells,robotic cells,picking_manipulation_palletizing,integration,commercial,2,vendor_primary_robots
Invata Intralogistics,Invata Intralogistics family,invata-intralogistics-robotic-systems,robotic systems,picking_manipulation_palletizing,integration,commercial,2,vendor_primary_robots
Numina Group,Numina Group family,numina-group-rds,RDS,picking_manipulation_palletizing,warehouse controls,commercial,2,vendor_primary_robots
Righthand / Onward Robotics,Righthand / Onward Robotics family,righthand-onward-robotics-hearme,HearMe,picking_manipulation_palletizing,collaborative picking,commercial,2,vendor_primary_robots
Tompkins Robotics,Tompkins Robotics family,tompkins-robotics-t-sort,t-Sort,picking_manipulation_palletizing,sortation,commercial,2,vendor_primary_robots
Megvii Robotics logistics,Megvii Robotics logistics family,megvii-robotics-logistics-warehouse-robots,warehouse robots,picking_manipulation_palletizing,picking,commercial,2,vendor_primary_robots
Kuwaiti / Falcon Autotech,Kuwaiti / Falcon Autotech family,kuwaiti-falcon-autotech-sortation,sortation,picking_manipulation_palletizing,sortation,commercial,2,vendor_primary_robots
Figure AI,Figure AI family,figure-ai-figure-02,Figure 02,humanoids_general_purpose,manufacturing/logistics,pilot,2,vendor_primary_robots
Tesla Optimus,Tesla Optimus family,tesla-optimus-optimus,Optimus,humanoids_general_purpose,manufacturing,prototype,2,vendor_primary_robots
UBTECH,UBTECH family,ubtech-walker,Walker,humanoids_general_purpose,industrial/service,pilot,2,vendor_primary_robots
UBTECH,UBTECH family,ubtech-walker-s,Walker S,humanoids_general_purpose,industrial/service,pilot,2,vendor_primary_robots
AgiBot (Zhiyuan),AgiBot (Zhiyuan) family,agibot-zhiyuan-a,A,humanoids_general_purpose,manufacturing/general,pilot,2,vendor_primary_robots
AgiBot (Zhiyuan),AgiBot (Zhiyuan) family,agibot-zhiyuan-x,X,humanoids_general_purpose,manufacturing/general,pilot,2,vendor_primary_robots
AgiBot (Zhiyuan),AgiBot (Zhiyuan) family,agibot-zhiyuan-g,G,humanoids_general_purpose,manufacturing/general,pilot,2,vendor_primary_robots
Fourier Intelligence,Fourier Intelligence family,fourier-intelligence-gr-series,GR series,humanoids_general_purpose,humanoid,pilot,2,vendor_primary_robots
EngineAI,EngineAI family,engineai-sa01,SA01,humanoids_general_purpose,humanoid,prototype,2,vendor_primary_robots
Kepler Exploration,Kepler Exploration family,kepler-exploration-forerunner,Forerunner,humanoids_general_purpose,humanoid,prototype,2,vendor_primary_robots
LimX Dynamics,LimX Dynamics family,limx-dynamics-tron,TRON,humanoids_general_purpose,humanoid/legged,prototype,2,vendor_primary_robots
LimX Dynamics,LimX Dynamics family,limx-dynamics-cl-1,CL-1,humanoids_general_purpose,humanoid/legged,prototype,2,vendor_primary_robots
Booster Robotics,Booster Robotics family,booster-robotics-booster-t1,Booster T1,humanoids_general_purpose,humanoid,prototype,2,vendor_primary_robots
Noetix Robotics,Noetix Robotics family,noetix-robotics-noetix,Noetix,humanoids_general_purpose,humanoid,prototype,2,vendor_primary_robots
Robotera,Robotera family,robotera-star1,Star1,humanoids_general_purpose,humanoid,prototype,2,vendor_primary_robots
PNDbotics,PNDbotics family,pndbotics-adam,Adam,humanoids_general_purpose,humanoid,prototype,2,vendor_primary_robots
Leju Robotics,Leju Robotics family,leju-robotics-kuavo,Kuavo,humanoids_general_purpose,humanoid,prototype,2,vendor_primary_robots
Stardust Intelligence,Stardust Intelligence family,stardust-intelligence-humanoid,humanoid,humanoids_general_purpose,humanoid,prototype,2,vendor_primary_robots
High Torque Robotics,High Torque Robotics family,high-torque-robotics-humanoid-actuators-platforms,humanoid actuators platforms,humanoids_general_purpose,humanoid,prototype,2,vendor_primary_robots
Deep Robotics humanoid line,Deep Robotics humanoid line family,deep-robotics-humanoid-line-humanoid-r-d,humanoid R&D,humanoids_general_purpose,humanoid,prototype,2,vendor_primary_robots
Xiaomi CyberOne,Xiaomi CyberOne family,xiaomi-cyberone-cyberone,CyberOne,humanoids_general_purpose,humanoid,prototype,2,vendor_primary_robots
ByteDance robotics research,ByteDance robotics research family,bytedance-robotics-research-research-humanoid,research humanoid,humanoids_general_purpose,humanoid,prototype,2,vendor_primary_robots
Tencent Robotics X,Tencent Robotics X family,tencent-robotics-x-research-platforms,research platforms,humanoids_general_purpose,humanoid,prototype,2,vendor_primary_robots
Huawei robotics research,Huawei robotics research family,huawei-robotics-research-research,research,humanoids_general_purpose,humanoid,prototype,2,vendor_primary_robots
Reflective / Reflex Robotics,Reflective / Reflex Robotics family,reflective-reflex-robotics-reflex,Reflex,humanoids_general_purpose,industrial humanoid,pilot,2,vendor_primary_robots
Humanoid (HMND),Humanoid (HMND) family,humanoid-hmnd-hmnd-01-alpha,HMND 01 Alpha,humanoids_general_purpose,industrial humanoid,pilot,2,vendor_primary_robots
Honda ASIMO legacy,Honda ASIMO legacy family,honda-asimo-legacy-asimo,ASIMO,humanoids_general_purpose,research,discontinued,2,vendor_primary_robots
Toyota T-HR3 / human support,Toyota T-HR3 / human support family,toyota-t-hr3-human-support-t-hr3,T-HR3,humanoids_general_purpose,research,prototype,2,vendor_primary_robots
Kawada Nextage,Kawada Nextage family,kawada-nextage-nextage,Nextage,humanoids_general_purpose,dual-arm humanoid-like,commercial,2,vendor_primary_robots
Waseda / partner humanoids,Waseda / partner humanoids family,waseda-partner-humanoids-research,research,humanoids_general_purpose,research,prototype,2,vendor_primary_robots
Clone Robotics,Clone Robotics family,clone-robotics-android-hands,android hands,humanoids_general_purpose,humanoid components,prototype,2,vendor_primary_robots
Galbot,Galbot family,galbot-galbot,Galbot,humanoids_general_purpose,mobile manip/humanoid,pilot,2,vendor_primary_robots
MagicLab,MagicLab family,magiclab-humanoid,humanoid,humanoids_general_purpose,humanoid,prototype,2,vendor_primary_robots
Astribot,Astribot family,astribot-s1,S1,humanoids_general_purpose,humanoid,prototype,2,vendor_primary_robots
Foundation Future Industries,Foundation Future Industries family,foundation-future-industries-humanoid-research,humanoid research,humanoids_general_purpose,humanoid,prototype,2,vendor_primary_robots
Nilfisk Liberty,Nilfisk Liberty family,nilfisk-liberty-liberty-sc50,Liberty SC50,cleaning_robots,scrubbing,commercial,2,vendor_primary_robots
Kärcher KIRA,Kärcher KIRA family,k-rcher-kira-kira-b-50,KIRA B 50,cleaning_robots,scrubbing,commercial,2,vendor_primary_robots
Pudu CC1,Pudu CC1 family,pudu-cc1-cc1,CC1,cleaning_robots,cleaning,commercial,2,vendor_primary_robots
Gausium,Gausium family,gausium-phantas,Phantas,cleaning_robots,cleaning,commercial,2,vendor_primary_robots
Gausium,Gausium family,gausium-scrubber,Scrubber,cleaning_robots,cleaning,commercial,2,vendor_primary_robots
LionsBot,LionsBot family,lionsbot-r3,R3,cleaning_robots,cleaning,commercial,2,vendor_primary_robots
LionsBot,LionsBot family,lionsbot-orex,Orex,cleaning_robots,cleaning,commercial,2,vendor_primary_robots
Gaussian Robotics,Gaussian Robotics family,gaussian-robotics-scrubbers,scrubbers,cleaning_robots,cleaning,commercial,2,vendor_primary_robots
Diversey TASKI,Diversey TASKI family,diversey-taski-taski-intellibot,TASKI Intellibot,cleaning_robots,cleaning,commercial,2,vendor_primary_robots
IceRobotics / cleaning partners,IceRobotics / cleaning partners family,icerobotics-cleaning-partners-agri-sensors,agri sensors,cleaning_robots,specialty,commercial,2,vendor_primary_robots
Cleanfix Robotics,Cleanfix Robotics family,cleanfix-robotics-40-series,40-Series,cleaning_robots,restroom cleaning,commercial,2,vendor_primary_robots
Peppermint Robotics,Peppermint Robotics family,peppermint-robotics-mitra,Mitra,cleaning_robots,cleaning,commercial,2,vendor_primary_robots
Peppermint Robotics,Peppermint Robotics family,peppermint-robotics-cleaners,cleaners,cleaning_robots,cleaning,commercial,2,vendor_primary_robots
Solow Robotics,Solow Robotics family,solow-robotics-cleaning,cleaning,cleaning_robots,cleaning,commercial,2,vendor_primary_robots
Ecovacs commercial,Ecovacs commercial family,ecovacs-commercial-commercial,commercial,cleaning_robots,cleaning,commercial,2,vendor_primary_robots
Robomow / commercial outdoor,Robomow / commercial outdoor family,robomow-commercial-outdoor-mowers,mowers,cleaning_robots,outdoor,commercial,2,vendor_primary_robots
Husqvarna Automower commercial,Husqvarna Automower commercial family,husqvarna-automower-commercial-automower,Automower,cleaning_robots,mowing,commercial,2,vendor_primary_robots
Belrobotics,Belrobotics family,belrobotics-bigmow,Bigmow,cleaning_robots,sports turf,commercial,2,vendor_primary_robots
RC Mowers,RC Mowers family,rc-mowers-remote,remote,cleaning_robots,mowing,commercial,2,vendor_primary_robots
RC Mowers,RC Mowers family,rc-mowers-auto-mowers,auto mowers,cleaning_robots,mowing,commercial,2,vendor_primary_robots
Scythe Robotics,Scythe Robotics family,scythe-robotics-m-52,M.52,cleaning_robots,commercial mowing,commercial,2,vendor_primary_robots
Renu Robotics,Renu Robotics family,renu-robotics-renubot,Renubot,cleaning_robots,solar farm vegetation,commercial,2,vendor_primary_robots
Keenon Robotics,Keenon Robotics family,keenon-robotics-t8,T8,hospitality_foodservice_delivery,delivery,commercial,2,vendor_primary_robots
Keenon Robotics,Keenon Robotics family,keenon-robotics-peanut,Peanut,hospitality_foodservice_delivery,delivery,commercial,2,vendor_primary_robots
Relay Robotics,Relay Robotics family,relay-robotics-relay,Relay,hospitality_foodservice_delivery,hotel delivery,commercial,2,vendor_primary_robots
Savioke Relay,Savioke Relay family,savioke-relay-relay,Relay,hospitality_foodservice_delivery,hotel delivery,commercial,2,vendor_primary_robots
Aethon TUG,Aethon TUG family,aethon-tug-tug,TUG,hospitality_foodservice_delivery,hospital delivery,commercial,2,vendor_primary_robots
Diligent Robotics,Diligent Robotics family,diligent-robotics-moxi,Moxi,hospitality_foodservice_delivery,hospital assist,commercial,2,vendor_primary_robots
Temi,Temi family,temi-temi,Temi,hospitality_foodservice_delivery,telepresence service,commercial,2,vendor_primary_robots
Richtech Robotics,Richtech Robotics family,richtech-robotics-adam,ADAM,hospitality_foodservice_delivery,bar/service,commercial,2,vendor_primary_robots
Richtech Robotics,Richtech Robotics family,richtech-robotics-matradee,Matradee,hospitality_foodservice_delivery,bar/service,commercial,2,vendor_primary_robots
Miso Robotics,Miso Robotics family,miso-robotics-flippy,Flippy,hospitality_foodservice_delivery,kitchen automation,commercial,2,vendor_primary_robots
Hyphen,Hyphen family,hyphen-maker-assembly,Maker assembly,hospitality_foodservice_delivery,kitchen,commercial,2,vendor_primary_robots
Creator,Creator family,creator-burger-robot,burger robot,hospitality_foodservice_delivery,kitchen,commercial,2,vendor_primary_robots
Spyce / Sweetgreen,Spyce / Sweetgreen family,spyce-sweetgreen-kitchen-automation,kitchen automation,hospitality_foodservice_delivery,kitchen,commercial,2,vendor_primary_robots
Picnic,Picnic family,picnic-pizza-automation,pizza automation,hospitality_foodservice_delivery,kitchen,commercial,2,vendor_primary_robots
Nala Robotics,Nala Robotics family,nala-robotics-kitchen-robots,kitchen robots,hospitality_foodservice_delivery,kitchen,commercial,2,vendor_primary_robots
Pazzi,Pazzi family,pazzi-pizza-robot,pizza robot,hospitality_foodservice_delivery,kitchen,commercial,2,vendor_primary_robots
Oracle / MICROS kitchen partners,Oracle / MICROS kitchen partners family,oracle-micros-kitchen-partners-kitchen-display-partners,kitchen display partners,hospitality_foodservice_delivery,kitchen ops,commercial,2,vendor_primary_robots
Starship Technologies indoor,Starship Technologies indoor family,starship-technologies-indoor-delivery-robots,delivery robots,hospitality_foodservice_delivery,campus delivery,commercial,2,vendor_primary_robots
Serve Robotics,Serve Robotics family,serve-robotics-sidewalk-delivery,sidewalk delivery,hospitality_foodservice_delivery,delivery,commercial,2,vendor_primary_robots
Coco Delivery,Coco Delivery family,coco-delivery-sidewalk-robots,sidewalk robots,hospitality_foodservice_delivery,delivery,commercial,2,vendor_primary_robots
Kiwibot,Kiwibot family,kiwibot-campus-delivery,campus delivery,hospitality_foodservice_delivery,delivery,commercial,2,vendor_primary_robots
Refraction AI,Refraction AI family,refraction-ai-last-meter,last-meter,hospitality_foodservice_delivery,delivery,commercial,2,vendor_primary_robots
SoftBank Robotics America hospitality,SoftBank Robotics America hospitality family,softbank-robotics-america-hospitality-whiz,Whiz,hospitality_foodservice_delivery,service,commercial,2,vendor_primary_robots
SoftBank Robotics America hospitality,SoftBank Robotics America hospitality family,softbank-robotics-america-hospitality-pepper,Pepper,hospitality_foodservice_delivery,service,commercial,2,vendor_primary_robots
LG CLOi ServeBot,LG CLOi ServeBot family,lg-cloi-servebot-cloi,CLOi,hospitality_foodservice_delivery,service delivery,commercial,2,vendor_primary_robots
Samsung Bot Care / service,Samsung Bot Care / service family,samsung-bot-care-service-bot-care,Bot Care,hospitality_foodservice_delivery,service,commercial,2,vendor_primary_robots
ANYbotics,ANYbotics family,anybotics-anymal,ANYmal,inspection_security_quadrupeds,industrial inspection,commercial,2,vendor_primary_robots
Ghost Robotics,Ghost Robotics family,ghost-robotics-vision-60,Vision 60,inspection_security_quadrupeds,security/defense,commercial,2,vendor_primary_robots
Exyn Technologies,Exyn Technologies family,exyn-technologies-exynaero,ExynAero,inspection_security_quadrupeds,aerial inspection,commercial,2,vendor_primary_robots
Flyability,Flyability family,flyability-elios,Elios,inspection_security_quadrupeds,confined aerial,commercial,2,vendor_primary_robots
Skydio,Skydio family,skydio-x10,X10,inspection_security_quadrupeds,inspection drones,commercial,2,vendor_primary_robots
Percepto,Percepto family,percepto-aim,AIM,inspection_security_quadrupeds,autonomous drones,commercial,2,vendor_primary_robots
Dedrone / Axon,Dedrone / Axon family,dedrone-axon-airspace-security,airspace security,inspection_security_quadrupeds,security,commercial,2,vendor_primary_robots
Knightscope,Knightscope family,knightscope-k5,K5,inspection_security_quadrupeds,security robots,commercial,2,vendor_primary_robots
Knightscope,Knightscope family,knightscope-k1,K1,inspection_security_quadrupeds,security robots,commercial,2,vendor_primary_robots
SMP Robotics,SMP Robotics family,smp-robotics-security-robots,security robots,inspection_security_quadrupeds,security,commercial,2,vendor_primary_robots
Cobalt Robotics,Cobalt Robotics family,cobalt-robotics-cobalt,Cobalt,inspection_security_quadrupeds,indoor security,commercial,2,vendor_primary_robots
Asylon Robotics,Asylon Robotics family,asylon-robotics-dronesentry,DroneSentry,inspection_security_quadrupeds,perimeter security,commercial,2,vendor_primary_robots
Sarcos / Guardian,Sarcos / Guardian family,sarcos-guardian-guardian,Guardian,inspection_security_quadrupeds,teleop inspection,commercial,2,vendor_primary_robots
Energid / Hexagon inspection,Energid / Hexagon inspection family,energid-hexagon-inspection-inspection-systems,inspection systems,inspection_security_quadrupeds,inspection,commercial,2,vendor_primary_robots
John Deere autonomous,John Deere autonomous family,john-deere-autonomous-autonomous-tractor,autonomous tractor,agriculture,field autonomy,commercial,2,vendor_primary_robots
CNH Industrial Raven / Case,CNH Industrial Raven / Case family,cnh-industrial-raven-case-raven-autonomy,Raven Autonomy,agriculture,ag autonomy,commercial,2,vendor_primary_robots
AGCO Fendt,AGCO Fendt family,agco-fendt-fendt-guide,Fendt Guide,agriculture,precision ag,commercial,2,vendor_primary_robots
Naïo Technologies,Naïo Technologies family,na-o-technologies-oz,Oz,agriculture,weeding robots,commercial,2,vendor_primary_robots
Naïo Technologies,Naïo Technologies family,na-o-technologies-dino,Dino,agriculture,weeding robots,commercial,2,vendor_primary_robots
FarmWise,FarmWise family,farmwise-titan,Titan,agriculture,weeding,commercial,2,vendor_primary_robots
Carbon Robotics,Carbon Robotics family,carbon-robotics-laserweeder,LaserWeeder,agriculture,laser weeding,commercial,2,vendor_primary_robots
Iron Ox,Iron Ox family,iron-ox-greenhouse-robots,greenhouse robots,agriculture,indoor ag,commercial,2,vendor_primary_robots
Plenty,Plenty family,plenty-vertical-farm-automation,vertical farm automation,agriculture,indoor ag,commercial,2,vendor_primary_robots
AppHarvest automation,AppHarvest automation family,appharvest-automation-greenhouse,greenhouse,agriculture,indoor ag,commercial,2,vendor_primary_robots
Harvest CROO,Harvest CROO family,harvest-croo-strawberry-robot,strawberry robot,agriculture,harvesting,commercial,2,vendor_primary_robots
Advanced Farm Technologies,Advanced Farm Technologies family,advanced-farm-technologies-apple-harvester,apple harvester,agriculture,harvesting,commercial,2,vendor_primary_robots
Tortuga AgTech,Tortuga AgTech family,tortuga-agtech-berry-robots,berry robots,agriculture,harvesting,commercial,2,vendor_primary_robots
FFRobotics,FFRobotics family,ffrobotics-apple-harvester,apple harvester,agriculture,harvesting,commercial,2,vendor_primary_robots
Tevel Aerobotics,Tevel Aerobotics family,tevel-aerobotics-flying-harvesters,flying harvesters,agriculture,harvesting,commercial,2,vendor_primary_robots
Ecorobotix,Ecorobotix family,ecorobotix-ara,ARA,agriculture,precision spray,commercial,2,vendor_primary_robots
Small Robot Company,Small Robot Company family,small-robot-company-tom,Tom,agriculture,field robots,commercial,2,vendor_primary_robots
Small Robot Company,Small Robot Company family,small-robot-company-dick,Dick,agriculture,field robots,commercial,2,vendor_primary_robots
Small Robot Company,Small Robot Company family,small-robot-company-harry,Harry,agriculture,field robots,commercial,2,vendor_primary_robots
Saga Robotics,Saga Robotics family,saga-robotics-thorvald,Thorvald,agriculture,UV/berry,commercial,2,vendor_primary_robots
